StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent question,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,ID Question,PROLIFIC_PID
2025-07-25 11:23:49,2025-07-25 11:24:20,0,47.206.56.190,100,31,1,2025-07-25 11:24:21,R_10SekYAJWCLHLqh,,,,,28.2137,-82.6809,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,5,100,100,100,10,100,100,100,100,100,80,,,,,,,,,,,,,,,,,,,,,,,,5dcc9ee9b4cc7892cce47c45
2025-07-25 11:23:27,2025-07-25 11:24:22,0,74.127.104.155,100,54,1,2025-07-25 11:24:22,R_14QDct3ECpgHw09,,,,,32.319,-84.5171,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,41,10,83,35,98,7,100,56,86,74,,,,,,,,,,,,,63b6ffb02943686f4f354741
2025-07-25 11:23:01,2025-07-25 11:24:23,0,148.170.208.95,100,82,1,2025-07-25 11:24:23,R_5HCih1TV4mMHBYr,,,,,36.3754,-92.5451,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,100,40,100,91,41,80,100,20,39,71,,597d14341fc28a00019186d4
2025-07-25 11:23:09,2025-07-25 11:24:42,0,107.152.55.251,100,92,1,2025-07-25 11:24:42,R_5TivXtgCWGmZiLL,,,,,34.0023,-95.0938,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,1,59,50,60,30,80,11,100,90,62,60,,,,,,,,,,,,,,,,,,,,,,,,65ff8f036cb80214304dcec5
2025-07-25 11:23:23,2025-07-25 11:24:44,0,172.115.213.179,100,81,1,2025-07-25 11:24:44,R_5eV6Sh6NQR5x15L,,,,,34.1649,-119.172,anonymous,EN,1,80,27,100,100,0,50,88,100,80,90,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66914d77513c6887f66b2990
2025-07-25 11:23:59,2025-07-25 11:24:51,0,73.127.159.126,100,52,1,2025-07-25 11:24:52,R_5PvCtepi2Ia5Qt6,,,,,35.0506,-106.7249,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,17,74,77,77,22,18,18,100,72,71,100,,,,,,,,,,,,,,,,,,,,,,,,5fefefa4c9707d3516361c9c
2025-07-25 11:23:58,2025-07-25 11:24:52,0,98.116.113.136,100,53,1,2025-07-25 11:24:52,R_6ssRB4FGkNweNjI,,,,,40.7746,-73.4761,anonymous,EN,1,,,,,,,,,,,,26,24,68,51,77,73,11,100,84,67,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660456727added667675def7
2025-07-25 11:23:19,2025-07-25 11:24:58,0,172.223.153.72,100,98,1,2025-07-25 11:24:58,R_7gjyKmWF41uzsdz,,,,,35.8585,-84.1206,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,100,0,100,0,100,0,100,59,,,,,,,,,,,,,5be1ac50ca095c0001b9f717
2025-07-25 11:24:24,2025-07-25 11:25:02,0,68.98.243.65,100,38,1,2025-07-25 11:25:02,R_1gON4Xods3LN4XE,,,,,36.8366,-76.1624,anonymous,EN,1,,,,,,,,,,,,100,100,100,100,26,100,0,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66858b5a1c5862a09fdeff4a
2025-07-25 11:24:00,2025-07-25 11:25:05,0,199.58.145.38,100,64,1,2025-07-25 11:25:05,R_7d0nOhy8UA4VApp,,,,,42.3066,-76.1949,anonymous,EN,1,,,,,,,,,,,,78,10,49,26,87,88,0,100,88,77,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67364113bdafe2840fa05b69
2025-07-25 11:24:03,2025-07-25 11:25:05,0,136.226.48.191,100,61,1,2025-07-25 11:25:05,R_1Clkom6StOqC8sl,,,,,38.9609,-77.3429,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,10,11,79,0,0,69,10,100,100,90,40,,,,,,,,,,,,,,,,,,,,,,,,63868eb7abcf3f247da6f52b
2025-07-25 11:23:53,2025-07-25 11:25:08,0,68.226.119.122,100,74,1,2025-07-25 11:25:08,R_5QuVtATHsAZLSXn,,,,,33.5038,-112.0253,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,89,79,100,0,50,100,50,31,50,,67ec2dbc404fd41af3fd389a
2025-07-25 11:23:19,2025-07-25 11:25:09,0,172.58.15.188,100,109,1,2025-07-25 11:25:09,R_5w8MvbKQd3IA3kJ,,,,,44.9985,-93.3029,anonymous,EN,1,90,75,85,100,100,7,75,100,84,95,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5add06fd09eae2000112cde8
2025-07-25 11:23:42,2025-07-25 11:25:11,0,184.59.58.162,100,88,1,2025-07-25 11:25:11,R_7VlS9CnPrP74SjK,,,,,45.1,-87.6307,anonymous,EN,1,28,61,79,100,81,26,52,100,18,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934a676e7866d0001618b81
2025-07-25 11:23:25,2025-07-25 11:25:11,0,68.206.174.179,100,105,1,2025-07-25 11:25:11,R_5FD9p2bFYMnINlD,,,,,31.056,-97.4644,anonymous,EN,1,,,,,,,,,,,,42,100,19,50,66,3,37,100,73,22,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6294cced417fa0a733ba14a4
2025-07-25 11:24:29,2025-07-25 11:25:18,0,50.35.102.228,100,48,1,2025-07-25 11:25:18,R_6qfuZokmw4ZLvk7,,,,,47.803,-122.3739,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,3,100,76,47,6,100,5,7,48,,5d23cee7771223001647e8c7
2025-07-25 11:24:23,2025-07-25 11:25:21,0,12.74.236.114,100,57,1,2025-07-25 11:25:21,R_1pAQwUmu1MHbokx,,,,,42.3575,-83.2162,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,81,20,71,61,91,50,99,81,71,90,,,,,,,,,,,,,66633d2369f9da53edec1a9b
2025-07-25 11:24:52,2025-07-25 11:25:26,0,207.45.88.255,100,34,1,2025-07-25 11:25:27,R_3Cj113yV0CGNye4,,,,,41.6117,-93.8852,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,22,9,65,50,88,20,100,12,100,40,,,,,,,,,,,,,5ebdc5809a676b105238713c
2025-07-25 11:24:01,2025-07-25 11:25:27,0,100.10.43.179,100,85,1,2025-07-25 11:25:27,R_6CPRh3W4hiuqJhV,,,,,41.7001,-71.6828,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,84,0,94,100,10,53,100,44,0,0,,5ccb779b2c4e1f00159333ea
2025-07-25 11:24:29,2025-07-25 11:25:32,0,24.148.9.11,100,63,1,2025-07-25 11:25:33,R_5QynAJt8r3ODK5e,,,,,41.9984,-87.7108,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,74,50,75,100,1,26,100,0,22,77,,66b385541735e885a466efd1
2025-07-25 11:24:04,2025-07-25 11:25:33,0,23.242.56.108,100,89,1,2025-07-25 11:25:34,R_52zD71jzqK25NcK,,,,,33.7976,-118.063,anonymous,EN,1,99,10,83,100,99,22,100,100,22,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bf9bd81549c180001dab194
2025-07-25 11:24:37,2025-07-25 11:25:36,0,73.194.65.243,100,58,1,2025-07-25 11:25:37,R_7gvIoQkk4DrRihO,,,,,39.6182,-75.0757,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,89,81,100,71,100,20,100,80,100,100,,,,,,,,,,,,,669bed74eea03d0e9b06a254
2025-07-25 11:24:09,2025-07-25 11:25:43,0,98.165.73.154,100,94,1,2025-07-25 11:25:43,R_1KSA8Ee5j8YBKNN,,,,,33.5093,-112.0563,anonymous,EN,1,51,72,32,74,53,62,72,100,77,32,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612fa6644526903f736cf925
2025-07-25 11:24:21,2025-07-25 11:25:47,0,172.58.164.50,100,85,1,2025-07-25 11:25:48,R_1hhkD94YMJdteTn,,,,,41.8835,-87.6305,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,80,100,91,99,80,100,90,100,90,,,,,,,,,,,,,67e830bb6eaebc236b9cd37e
2025-07-25 11:24:47,2025-07-25 11:25:48,0,107.123.21.21,100,61,1,2025-07-25 11:25:49,R_1fkK2IUlGk4VWML,,,,,34.7448,-92.2883,anonymous,EN,1,,100,47,73,99,72,100,100,81,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663fa62ae5319431ffed039c
2025-07-25 11:24:33,2025-07-25 11:25:50,0,97.186.240.100,100,77,1,2025-07-25 11:25:51,R_7e8oxGfuNSRlpL3,,,,,37.6275,-97.3559,anonymous,EN,1,66,60,100,100,0,61,61,100,100,99,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54847f1cfdf99b07b28f22f9
2025-07-25 11:24:31,2025-07-25 11:25:52,0,151.199.247.3,100,80,1,2025-07-25 11:25:52,R_7B5t2uf1ShVJtoW,,,,,40.09,-75.0363,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,0,0,99,100,100,100,100,100,100,0,100,,,,,,,,,,,,,,,,,,,,,,,,66be7e194babee126a0d41f2
2025-07-25 11:25:14,2025-07-25 11:26:01,0,72.201.239.58,100,47,1,2025-07-25 11:26:02,R_5zMadcMwkIYTPxj,,,,,33.4342,-111.8454,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,55,80,69,80,60,14,89,100,83,29,60,,,,,,,,,,,,,,,,,,,,,,,,677843bffe966e4dc7f484b3
2025-07-25 11:23:13,2025-07-25 11:26:02,0,173.63.205.28,100,169,1,2025-07-25 11:26:02,R_1rViUJvpVu6Akbi,,,,,40.9467,-74.1371,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,50,10,100,20,80,100,60,80,10,,602aaba2c2eb7c106100e516
2025-07-25 11:24:49,2025-07-25 11:26:15,0,76.158.60.31,100,85,1,2025-07-25 11:26:15,R_3FKYIXD5zl8QJHh,,,,,36.7943,-119.8856,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,0,0,44,3,0,0,0,100,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,66e9cc5fb04f5ba6d8b5a3f1
2025-07-25 11:25:13,2025-07-25 11:26:17,0,66.181.117.213,100,63,1,2025-07-25 11:26:17,R_51yTOje9DYbmoFB,,,,,44.8227,-68.8001,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,20,20,100,0,40,100,30,80,70,,5c0f500787e876000151fc5f
2025-07-25 11:25:23,2025-07-25 11:26:17,0,174.221.8.185,100,53,1,2025-07-25 11:26:17,R_12FtuuMefosrSA4,,,,,33.3121,-111.8213,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,37,0,75,15,100,10,100,12,100,100,,,,,,,,,,,,,6734ab83047e85e2f8795acb
2025-07-25 11:24:41,2025-07-25 11:26:18,0,98.206.167.40,100,97,1,2025-07-25 11:26:19,R_1qagADW5gTQLSdV,,,,,41.8018,-87.5993,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,85,23,100,77,78,23,100,77,90,82,,,,,,,,,,,,,65b549c67c7791499c09f8a2
2025-07-25 11:25:09,2025-07-25 11:26:19,0,71.172.149.154,100,70,1,2025-07-25 11:26:20,R_16PSXW4vggZnHhL,,,,,40.7467,-74.0574,anonymous,EN,1,,,,,,,,,,,,0,30,6,0,51,100,0,100,51,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67c8be202c626cbbaa030d6c
2025-07-25 11:24:42,2025-07-25 11:26:23,0,69.242.148.174,100,101,1,2025-07-25 11:26:24,R_3SwaGA81k9R3KAj,,,,,38.8715,-94.7713,anonymous,EN,1,20,31,79,90,0,30,22,100,80,31,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ede3d2ef7c9f9068776c4d2
2025-07-25 11:25:29,2025-07-25 11:26:26,0,73.57.31.1,100,57,1,2025-07-25 11:26:27,R_6JVpZAtEWFOygZV,,,,,25.082,-80.4487,anonymous,EN,1,,,,,,,,,,,,26,26,12,80,89,84,1,100,50,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55eb04337480920010aa9e0d
2025-07-25 11:25:05,2025-07-25 11:26:27,0,166.194.200.46,100,82,1,2025-07-25 11:26:28,R_1hgl8jorK7Esx1f,,,,,32.7797,-96.8022,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,26,63,77,100,15,73,100,56,35,8,,5d88db42c1d06e001a1fdcab
2025-07-25 11:24:43,2025-07-25 11:26:28,0,172.56.182.242,100,104,1,2025-07-25 11:26:28,R_1rHgqgIXCvNKD1S,,,,,34.0544,-118.244,anonymous,EN,1,,,,,,,,,,,,100,55,68,100,87,100,35,100,50,75,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671da1682ef34e8259e60339
2025-07-25 11:24:34,2025-07-25 11:26:28,0,71.112.156.188,100,114,1,2025-07-25 11:26:29,R_33peBTh8zA8ieNU,,,,,40.4049,-79.8188,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,86,42,20,100,21,40,100,73,10,40,,662948ed99960b11f2f8e3fe
2025-07-25 11:25:40,2025-07-25 11:26:38,0,172.58.181.35,100,57,1,2025-07-25 11:26:38,R_50duASZRtEzf2rW,,,,,32.8008,-96.7884,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,78,0,0,100,0,50,100,53,0,0,,6640be7edc706d4622dbab1c
2025-07-25 11:26:09,2025-07-25 11:26:39,0,162.228.102.101,100,30,1,2025-07-25 11:26:40,R_50dddSjlbXGUu18,,,,,42.776,-83.2735,anonymous,EN,1,,,,,,,,,,,,57,16,82,85,72,93,86,100,61,83,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfc38f7ee119e001803dd01
2025-07-25 11:24:24,2025-07-25 11:26:45,0,174.244.66.156,100,140,1,2025-07-25 11:26:45,R_1xRZ63wCoPPC537,,,,,29.3991,-98.6421,anonymous,EN,1,,,,,,,,,,,,100,0,100,98,100,96,0,97,100,81,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65bd2b79e79a2385ead521b5
2025-07-25 11:25:23,2025-07-25 11:26:47,0,38.49.84.62,100,83,1,2025-07-25 11:26:47,R_5gRyTW9MYXwo8Lb,,,,,42.9155,-78.8822,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,0,70,91,0,50,100,50,100,100,5,5,,,,,,,,,,,,,,,,,,,,,,,,5ddb1b1e929d5da850164610
2025-07-25 11:25:59,2025-07-25 11:26:54,0,99.131.1.131,100,54,1,2025-07-25 11:26:54,R_61bFlzWJ5fRPCIO,,,,,32.3974,-93.8052,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,81,100,42,100,0,100,0,100,89,,,,,,,,,,,,,62d59a066ee263bb659aa445
2025-07-25 11:25:41,2025-07-25 11:26:57,0,134.228.31.227,100,76,1,2025-07-25 11:26:57,R_61bTXnTd8RMyz94,,,,,41.6432,-83.6753,anonymous,EN,1,,,,,,,,,,,,70,27,99,30,80,90,0,100,74,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67e44d005c4d1291ac3cf780
2025-07-25 11:25:58,2025-07-25 11:26:57,0,172.56.118.222,100,58,1,2025-07-25 11:26:57,R_7o7Gf4RHkI62qxH,,,,,41.8451,-71.4388,anonymous,EN,1,,,,,,,,,,,,100,53,78,97,81,100,11,100,100,93,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62b9ddea12bb2643ff512fea
2025-07-25 11:26:19,2025-07-25 11:26:58,0,192.252.75.4,100,38,1,2025-07-25 11:26:58,R_7zqDowCiMxuCumy,,,,,36.0877,-94.3093,anonymous,EN,1,83,61,20,98,79,59,87,100,5,75,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6466a1d27b0712d8d7810610
2025-07-25 11:26:11,2025-07-25 11:27:05,0,173.69.181.192,100,54,1,2025-07-25 11:27:06,R_1rpLCLXk4wGqZ4c,,,,,38.9894,-76.5494,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,46,26,40,67,54,62,81,100,67,36,47,,,,,,,,,,,,,,,,,,,,,,,,6751acc5dc78128951a34f1f
2025-07-25 11:26:15,2025-07-25 11:27:10,0,97.185.117.0,100,55,1,2025-07-25 11:27:10,R_3bW2MDyrDKwJfJq,,,,,45.5777,-122.6795,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,89,25,100,11,90,100,60,70,0,,616c1cc2510fe9022f6577f8
2025-07-25 11:25:52,2025-07-25 11:27:20,0,24.171.5.97,100,87,1,2025-07-25 11:27:20,R_56akXno08SoG4kV,,,,,38.5317,-89.9988,anonymous,EN,1,100,100,50,90,49,70,60,100,80,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6515e8e5397123c0c6e68561
2025-07-25 11:25:15,2025-07-25 11:27:21,0,99.45.0.37,100,126,1,2025-07-25 11:27:22,R_18LkyVF0JG3WH6h,,,,,33.1371,-96.7488,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,49,70,90,0,10,90,70,100,100,50,70,,,,,,,,,,,,,,,,,,,,,,,,66b8bbd16116be3e746a122b
2025-07-25 11:26:35,2025-07-25 11:27:23,0,99.98.218.134,100,47,1,2025-07-25 11:27:23,R_3fjhTwPZMak1iFP,,,,,32.8477,-96.7025,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,54,35,71,100,52,53,100,22,22,22,,631f556a440983f62a543b8b
2025-07-25 11:26:09,2025-07-25 11:27:24,0,67.253.201.215,100,74,1,2025-07-25 11:27:24,R_61HhzAVYnQZoSsa,,,,,43.2123,-77.43,anonymous,EN,1,,,,,,,,,,,,61,80,81,100,100,80,81,100,70,89,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62c97a70d02df972bdfc2718
2025-07-25 11:25:40,2025-07-25 11:27:25,0,172.56.40.164,100,105,1,2025-07-25 11:27:26,R_60S431bs3k2NlPg,,,,,30.4421,-97.6339,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,26,82,100,,70,,99,0,100,27,,,,,,,,,,,,,5e3581ed0082f15283413024
2025-07-25 11:26:31,2025-07-25 11:27:35,0,69.248.110.96,100,64,1,2025-07-25 11:27:35,R_7GOAXJoqZioggKO,,,,,39.8066,-74.5284,anonymous,EN,1,80,80,49,100,79,50,80,100,100,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651c1abbc73b6eea8fa97193
2025-07-25 11:26:11,2025-07-25 11:27:36,0,23.118.149.21,100,84,1,2025-07-25 11:27:36,R_6eiJLNuZ14HWHIt,,,,,39.7232,-85.9979,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,81,74,100,5,95,100,85,4,65,,5ef7ae31033dea4dde0b24de
2025-07-25 11:25:48,2025-07-25 11:27:41,0,172.59.76.235,100,112,1,2025-07-25 11:27:41,R_6wlWG6yT9LrXwhX,,,,,39.0537,-94.5906,anonymous,EN,1,90,21,30,100,71,0,40,100,50,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fba8ed9c7bb9a72a8c0ed8c
2025-07-25 11:25:10,2025-07-25 11:27:41,0,38.81.153.170,100,150,1,2025-07-25 11:27:41,R_6k2UJxO0xl6Q6pb,,,,,36.3323,-94.4567,anonymous,EN,1,0,0,49,50,61,23,92,100,100,100,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6702a9efad2821ba91651346
2025-07-25 11:25:52,2025-07-25 11:27:41,0,107.220.74.61,100,109,1,2025-07-25 11:27:41,R_5oBh884OnEeIpA1,,,,,33.6454,-86.7014,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,50,60,80,70,30,50,60,100,0,10,50,,,,,,,,,,,,,,,,,,,,,,,,66e0d764008495a3a335cd5f
2025-07-25 11:26:48,2025-07-25 11:27:46,0,73.45.247.73,100,58,1,2025-07-25 11:27:46,R_1JNWMCOoWWMfUsx,,,,,42.1112,-88.0439,anonymous,EN,1,,,,,,,,,,,,100,24,100,100,50,51,10,100,100,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbb89e20ddd50a66ab62a67
2025-07-25 11:26:36,2025-07-25 11:27:49,0,96.40.11.15,100,72,1,2025-07-25 11:27:49,R_5Xgs3E73ehdO8ze,,,,,40.7574,-99.1408,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,60,100,80,100,0,100,11,60,100,,,,,,,,,,,,,5fc27b5a13285c0008cc71ab
2025-07-25 11:26:18,2025-07-25 11:27:57,0,68.61.114.61,100,99,1,2025-07-25 11:27:58,R_3k6WNBCEgIODX57,,,,,42.6734,-82.7736,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,80,70,60,89,70,0,100,19,69,40,,,,,,,,,,,,,6643a03cae7b7a08b496f4f3
2025-07-25 11:27:14,2025-07-25 11:27:59,0,108.4.138.127,100,45,1,2025-07-25 11:27:59,R_5s5aL94YbFFmo8h,,,,,42.62,-73.8343,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,78,70,60,99,50,70,100,50,70,50,,61074792728f0f9e791ad083
2025-07-25 11:26:21,2025-07-25 11:28:06,0,173.172.202.129,100,105,1,2025-07-25 11:28:07,R_6l0E73gKfCUS2cW,,,,,31.7703,-106.3006,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,0,100,0,100,0,100,100,100,100,1,100,,,,,,,,,,,,,,,,,,,,,,,,67340fe4ca936ce317905731
2025-07-25 11:27:37,2025-07-25 11:28:16,0,76.221.209.152,100,39,1,2025-07-25 11:28:17,R_17DylOcukn3D8iI,,,,,42.2967,-85.2066,anonymous,EN,1,49,77,100,51,76,0,100,100,48,51,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d617ba9364f9a0019f1dac3
2025-07-25 11:26:13,2025-07-25 11:28:18,0,96.253.59.19,100,125,1,2025-07-25 11:28:19,R_5vDzpedbu52ehSF,,,,,41.6532,-71.4615,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,91,20,100,89,99,69,99,81,80,100,,,,,,,,,,,,,651090beae417ded35c4ef2f
2025-07-25 11:27:05,2025-07-25 11:28:32,0,73.86.126.102,100,87,1,2025-07-25 11:28:32,R_3M6fpM9sUb3pKL1,,,,,38.9187,-75.4291,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,12,20,74,51,54,4,11,100,80,70,69,,,,,,,,,,,,,,,,,,,,,,,,595fdaa1d82b180001c6e460
2025-07-25 11:26:59,2025-07-25 11:28:32,0,108.46.49.203,100,92,1,2025-07-25 11:28:33,R_7rNy6ktKpRTsHwQ,,,,,40.789,-73.7262,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,0,75,100,90,0,50,89,100,100,50,90,,,,,,,,,,,,,,,,,,,,,,,,60c75628113cc78734583d3b
2025-07-25 11:27:52,2025-07-25 11:28:51,0,68.134.199.232,100,59,1,2025-07-25 11:28:52,R_1fjRQhYBwmMBrJE,,,,,39.1658,-76.6382,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,20,100,100,20,50,100,80,20,100,,589de7bbbb9e0f0001ac9768
2025-07-25 11:24:27,2025-07-25 11:28:55,0,172.59.186.81,100,267,1,2025-07-25 11:28:56,R_5FUzKGNIZq3zWr7,,,,,41.8835,-87.6305,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,49,100,100,0,49,100,80,100,50,50,89,,,,,,,,,,,,,,,,,,,,,,,,676334ae578dda6ef33f5886
2025-07-25 11:28:19,2025-07-25 11:29:00,0,172.59.221.6,100,40,1,2025-07-25 11:29:00,R_1E7vKQ7nFO3Zpi9,,,,,35.3196,-80.7487,anonymous,EN,1,,,,,,,,,,,,100,6,100,26,100,100,100,100,27,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66aef20e75328698b904b2ab
2025-07-25 11:28:35,2025-07-25 11:29:11,0,99.44.66.156,100,36,1,2025-07-25 11:29:12,R_1aKXbutpmGJxG2s,,,,,33.7329,-118.2951,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,54,61,62,82,81,67,85,25,78,78,,5fadeb340e10471fdeb5fbf5
2025-07-25 11:28:08,2025-07-25 11:29:15,0,73.49.175.156,100,66,1,2025-07-25 11:29:15,R_62G5XqMyNMiJU68,,,,,26.2822,-80.1156,anonymous,EN,1,0,60,90,60,70,10,40,100,10,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66114844b8efff4b2af276ec
2025-07-25 11:27:30,2025-07-25 11:29:25,0,100.1.194.130,100,114,1,2025-07-25 11:29:26,R_7Eohd7xfL0Ns7VT,,,,,40.4441,-74.13,anonymous,EN,1,80,91,57,81,57,79,78,100,78,50,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c237be889f035000173c96c
2025-07-25 11:27:59,2025-07-25 11:29:29,0,68.41.217.35,100,90,1,2025-07-25 11:29:30,R_1C2cIsNhbqIyPyo,,,,,42.6206,-82.9608,anonymous,EN,1,,,,,,,,,,,,80,21,80,0,50,89,51,100,71,50,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f11f98efbaf2b0ef855ec6b
